,ghi,dni,dhi,temp_air,wind_speed,mydatetime,myTZtimestamp,Rad1h,TTT,PPPP,FF,Rad1wh,Rad1Energy,mytimestamp,ACSim,CellTempSim,DCSim
2020-10-23 04:00:00+00:00,0.0,0.0,0.0,28.119999999999997,1.03,2020-10-23T04:00:00.000Z,2020-10-23 04:00:00,0.0,28.119999999999997,101260.0,1.03,0.0,0.0,1603422000.0,-0.9,28.119999999999997,-0.0
2020-10-23 05:00:00+00:00,0.0,0.0,0.0,28.119999999999997,1.54,2020-10-23T05:00:00.000Z,2020-10-23 05:00:00,0.0,28.119999999999997,101220.0,1.54,0.0,0.0,1603425600.0,-0.9,28.119999999999997,-0.0
2020-10-23 06:00:00+00:00,0.0,0.0,0.0,28.119999999999997,1.54,2020-10-23T06:00:00.000Z,2020-10-23 06:00:00,0.0,28.119999999999997,101210.0,1.54,0.0,0.0,1603429200.0,-0.9,28.119999999999997,-0.0
2020-10-23 07:00:00+00:00,2.7777800000000004,0.0,2.777221398887441,28.22,1.54,2020-10-23T07:00:00.000Z,2020-10-23 07:00:00,10.0,28.22,101210.0,1.54,2.7777800000000004,23.90330801152,1603432800.0,-0.9,28.29257771215299,19.00121038652018
2020-10-23 08:00:00+00:00,13.888900000000001,0.0,13.87493497218602,28.42,1.54,2020-10-23T08:00:00.000Z,2020-10-23 08:00:00,50.0,28.42,101210.0,1.54,13.888900000000001,119.51654005760001,1603436400.0,76.51991465167995,28.78260060844067,103.08656518818944
2020-10-23 09:00:00+00:00,38.888920000000006,0.0,38.7794341819384,28.72,1.54,2020-10-23T09:00:00.000Z,2020-10-23 09:00:00,140.0,28.72,101210.0,1.54,38.888920000000006,334.64631216128004,1603440000.0,274.93020611352307,29.733467603990924,301.5095900685336
2020-10-23 10:00:00+00:00,61.111160000000005,0.0,60.84079706152133,28.92,1.54,2020-10-23T10:00:00.000Z,2020-10-23 10:00:00,220.0,28.92,101200.0,1.54,61.111160000000005,525.8727762534401,1603443600.0,454.75849239362185,30.51005796867495,481.17920132558686
2020-10-23 11:00:00+00:00,77.77784000000001,0.0,77.33989672775357,29.32,1.54,2020-10-23T11:00:00.000Z,2020-10-23 11:00:00,280.0,29.32,101180.0,1.54,77.77784000000001,669.2926243225601,1603447200.0,589.5359289179903,31.341291342426,615.9035529879349
2020-10-23 12:00:00+00:00,91.66674,0.0,91.058423388423,29.52,1.54,2020-10-23T12:00:00.000Z,2020-10-23 12:00:00,330.0,29.52,101160.0,1.54,91.66674,788.80916438016,1603450800.0,702.1002689378174,31.89986061832678,728.478460120835
2020-10-23 13:00:00+00:00,91.66674,0.0,91.058423388423,29.72,1.54,2020-10-23T13:00:00.000Z,2020-10-23 13:00:00,330.0,29.72,101140.0,1.54,91.66674,788.80916438016,1603454400.0,701.4490057336926,32.09986061832678,727.8506330096177
2020-10-23 14:00:00+00:00,80.55562,0.0,80.08583646433769,29.82,1.54,2020-10-23T14:00:00.000Z,2020-10-23 14:00:00,290.0,29.82,101130.0,1.54,80.55562,693.19593233408,1603458000.0,610.7520727845033,31.913062788071013,637.1452551317282
2020-10-23 15:00:00+00:00,55.555600000000005,0.0,55.555600000000005,29.72,1.54,2020-10-23T15:00:00.000Z,2020-10-23 15:00:00,200.0,29.72,101140.0,1.54,55.555600000000005,478.06616023040004,1603461600.0,409.79069996540795,31.171842195384066,436.2758726914511
2020-10-23 16:00:00+00:00,25.000020000000003,0.0,25.000020000000003,29.119999999999997,2.06,2020-10-23T16:00:00.000Z,2020-10-23 16:00:00,90.0,29.119999999999997,101180.0,2.06,25.000020000000003,215.12977210368,1603465200.0,163.69692775223024,29.75098523325079,190.33193349348764
2020-10-23 17:00:00+00:00,2.7777800000000004,0.0,2.7777800000000004,28.72,1.54,2020-10-23T17:00:00.000Z,2020-10-23 17:00:00,10.0,28.72,101230.0,1.54,2.7777800000000004,23.90330801152,1603468800.0,-0.9,28.792592109769203,18.95123256014859
2020-10-23 18:00:00+00:00,0.0,0.0,0.0,28.119999999999997,1.54,2020-10-23T18:00:00.000Z,2020-10-23 18:00:00,0.0,28.119999999999997,101270.0,1.54,0.0,0.0,1603472400.0,-0.9,28.119999999999997,-0.0
2020-10-23 19:00:00+00:00,0.0,0.0,0.0,27.92,2.06,2020-10-23T19:00:00.000Z,2020-10-23 19:00:00,0.0,27.92,101320.0,2.06,0.0,0.0,1603476000.0,-0.9,27.92,0.0
2020-10-23 20:00:00+00:00,0.0,0.0,0.0,27.72,2.06,2020-10-23T20:00:00.000Z,2020-10-23 20:00:00,0.0,27.72,101360.0,2.06,0.0,0.0,1603479600.0,-0.9,27.72,0.0
2020-10-23 21:00:00+00:00,0.0,0.0,0.0,27.32,2.06,2020-10-23T21:00:00.000Z,2020-10-23 21:00:00,0.0,27.32,101390.0,2.06,0.0,0.0,1603483200.0,-0.9,27.32,0.0
2020-10-23 22:00:00+00:00,0.0,0.0,0.0,26.92,2.06,2020-10-23T22:00:00.000Z,2020-10-23 22:00:00,0.0,26.92,101430.0,2.06,0.0,0.0,1603486800.0,-0.9,26.92,0.0
2020-10-23 23:00:00+00:00,0.0,0.0,0.0,27.02,2.06,2020-10-23T23:00:00.000Z,2020-10-23 23:00:00,0.0,27.02,101480.0,2.06,0.0,0.0,1603490400.0,-0.9,27.02,0.0
2020-10-24 00:00:00+00:00,0.0,0.0,0.0,26.92,2.06,2020-10-24T00:00:00.000Z,2020-10-24 00:00:00,0.0,26.92,101500.0,2.06,0.0,0.0,1603494000.0,-0.9,26.92,0.0
2020-10-24 01:00:00+00:00,0.0,0.0,0.0,26.619999999999997,2.06,2020-10-24T01:00:00.000Z,2020-10-24 01:00:00,0.0,26.619999999999997,101500.0,2.06,0.0,0.0,1603497600.0,-0.9,26.619999999999997,-0.0
2020-10-24 02:00:00+00:00,0.0,0.0,0.0,26.52,2.06,2020-10-24T02:00:00.000Z,2020-10-24 02:00:00,0.0,26.52,101500.0,2.06,0.0,0.0,1603501200.0,-0.9,26.52,0.0
2020-10-24 03:00:00+00:00,0.0,0.0,0.0,26.52,2.06,2020-10-24T03:00:00.000Z,2020-10-24 03:00:00,0.0,26.52,101490.0,2.06,0.0,0.0,1603504800.0,-0.9,26.52,0.0
2020-10-24 04:00:00+00:00,0.0,0.0,0.0,26.42,2.06,2020-10-24T04:00:00.000Z,2020-10-24 04:00:00,0.0,26.42,101490.0,2.06,0.0,0.0,1603508400.0,-0.9,26.42,0.0
2020-10-24 05:00:00+00:00,0.0,0.0,0.0,26.42,2.06,2020-10-24T05:00:00.000Z,2020-10-24 05:00:00,0.0,26.42,101480.0,2.06,0.0,0.0,1603512000.0,-0.9,26.42,0.0
